## Microarray analysis of entry into quiescence (normalised data),,,,,,,,,,,,,,,,
## T: time after Nitrogen removal,,,,,,,,,,,,,,,,
## Expression ratio are normalised to time point zero and corrected for total RNA amount per cell ,,,,,,,,,,,,,,,,
Systematic.name,T0,T0.5,T1,T2,T3,T4,T6,T9,T12,T16,T20,T24,T48,T72,T96,T168
SPBC11G11.01,1,0.9000229,0.76012653,0.70135564,0.5235002,0.31567743,0.22659175,0.2233155,0.17858188,0.16199999,0.21292965,0.15534888,0.14772442,0.17345046,0.15383652,0.12851246
SPBC19G7.05c,1,0.8686427,0.6686088,0.44901952,0.43712968,0.27452284,0.30551022,NA,0.23100224,0.24116056,NA,0.22029078,0.25077754,0.24291845,0.22848466,0.21011554
SPAC3A11.11c,1,0.81433153,0.90211666,0.5940416,0.4125024,0.22469147,0.16141926,NA,0.119703844,0.10452184,0.11021997,0.111808196,0.082400315,0.064342886,0.05611087,0.04807663
SPAC959.04c,1,0.5668625,0.46015936,0.41844904,0.3504917,0.20343113,0.21171643,0.20246418,0.17502539,0.14725603,0.22436811,0.16603485,0.16212712,0.16861537,0.16374958,0.14005558
SPAC19G12.12,1,0.753096,0.48525426,0.3437804,0.30444214,0.15121688,0.10534646,0.10455544,0.082230166,0.05848942,0.07234576,0.067200445,0.05023447,0.05399051,0.03530184,0.057241764
SPAC13G6.02c,1,0.27785632,0.0966167,0.09153746,0.08384227,0.061455302,0.09274977,0.08207169,0.07150868,0.072884254,0.077955924,0.084774815,0.078853525,0.075349696,0.06444356,0.05579281
SPAC19G12.11,1,1.0249543,0.741578,0.5885727,0.56967974,0.31670776,0.28140026,0.2985388,0.20724976,0.18005915,0.23516864,0.21802892,0.2590961,0.21945526,0.22740199,0.19389936
SPAC23A1.19c,1,0.6165494,0.6227782,0.2832072,0.26703444,0.15602157,0.15469152,0.11158274,0.108765155,0.11237352,0.13851589,0.104075834,0.09887015,0.09476215,0.07708979,0.060403552
SPCC553.09c,1,0.9426107,0.5595336,0.3857478,NA,0.18217784,0.15239713,0.13843523,0.13320233,0.11012134,NA,0.112158775,0.085998625,0.10185559,0.07897138,0.06761299
SPBP8B7.16c,1,0.270527,0.17652225,0.18034601,0.17271423,0.11779585,0.17138235,0.14965883,0.13060285,0.11172221,0.13333431,0.13598734,0.15903048,0.13738282,0.1424495,0.12269368
SPAC19G12.17,1,0.6904277,0.4349259,0.36250293,0.32258064,0.20957014,0.16462591,0.15145285,0.12232455,0.11291347,0.13967101,0.12764809,0.10349328,0.09418104,0.08565806,0.0649437
SPAC19G12.14,1,0.9634548,0.87349075,0.58076096,0.494927,0.32633695,0.2797573,0.25459626,0.2250767,0.22953387,0.20404008,0.22865717,0.19713998,0.17751707,0.1554632,0.11637011
SPBP19A11.06,0.99999994,0.98723334,0.7259278,0.4557072,NA,0.23243211,0.26277757,0.25556672,0.20571083,0.19839399,NA,0.22066997,0.2148439,0.23622729,0.17841356,0.1368121
SPBP19A11.01,1,0.56928235,0.40162218,0.32577065,0.24745142,0.15143827,0.102061465,NA,0.061266363,0.07758979,NA,0.06648048,0.048806652,0.03964976,0.03342571,0.037271965
SPCC23B6.01c,1,1.1790262,1.0153391,0.9742497,0.6094887,0.36177602,0.24114892,0.17791905,0.1452601,0.11720362,0.11935819,0.1132497,0.0860468,0.078326985,0.0702359,0.06820635
SPBC1773.16c,1,1.9295964,1.641571,1.0807985,0.7870359,0.5565652,0.5415324,0.33215082,0.39823893,0.37267244,0.39032647,0.35974175,0.2738753,0.22951634,0.23361029,0.24139532
SPBC19F5.03,1,1.635523,0.99701965,0.5895364,0.4797523,0.29345784,0.19089146,0.14206643,0.11990668,0.09477541,0.10872624,0.10056844,0.076022044,0.08705319,0.0837238,0.061507456
SPBC19F5.04,1,0.28802407,0.6384511,0.23431006,0.12721606,0.07338675,0.05779558,0.055550545,0.049632795,0.04574326,0.054243747,0.068222545,0.065119274,0.05620915,0.045315485,0.041974414
SPCC330.01c,1,0.72523695,0.9786667,0.70549965,0.53347003,0.33477876,0.36142895,NA,0.28504553,0.27641243,NA,0.31108198,0.29592952,0.27863163,0.24216871,0.20649903
SPBC582.07c,1,1.0612078,0.7464614,0.5507581,0.49176812,0.28265366,0.24920444,0.20171298,0.17041466,0.15462366,0.18760453,0.16650613,0.18428391,0.1797322,0.15974203,0.15045139
SPBC1773.17c,1,3.6660402,4.037861,1.9481813,0.84547573,0.6591025,0.5162813,0.35098857,0.36679384,0.35853553,0.42835793,0.42925593,0.4551604,0.37912205,0.3432021,0.21134017
SPCC23B6.02c,1,0.47679573,0.49923274,NA,0.2790971,0.18624474,0.19689627,NA,0.14993156,NA,0.18112095,0.17050429,0.22799885,NA,NA,NA
SPBC582.06c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC824.09c,1,0.81064576,0.54892606,0.5197071,0.44826669,0.28127578,0.22726345,NA,0.14588472,0.14610483,0.16252549,0.1551326,0.13796645,0.1286029,0.122167714,0.09765281
SPCC757.09c,1,0.5031324,0.4618958,0.24325158,0.18969,0.15222257,0.14409217,0.118991256,0.13069792,0.11856551,0.15195867,0.12266677,0.067447186,0.089445636,0.06055468,0.0674367
SPAP14E8.05c,1,1.1493915,0.8380613,0.7380023,0.5639485,0.256629,0.21877268,0.25090542,0.16923736,NA,NA,0.17460592,0.1480646,0.17717528,0.13610171,0.1402194
SPAC23G3.06,1,0.34150735,0.26815492,0.20488882,0.18546814,0.12782985,0.13801032,0.114484675,0.10064979,0.09838685,0.11230218,0.11534386,0.12376219,0.091915585,0.06421292,0.038118128
SPAC23G3.09,1,0.8050247,0.8510694,0.68843496,0.496779,0.3599059,0.28861916,0.25984615,0.22224627,0.2587034,NA,0.23641852,0.16894852,0.1687604,0.12917706,0.13991353
SPAC1039.11c,1,1.3014163,0.99816626,0.5073448,NA,0.27585024,0.24177812,0.21271446,0.17564228,0.16445445,0.19283018,0.20127596,0.17430875,0.16180095,0.12669398,0.04853748
SPAC23G3.03,1,1.0716915,1.0358922,0.6712286,0.38878697,0.22892186,0.13155822,0.105925836,0.0640371,0.05185217,0.049455374,0.047371935,0.023995513,0.029960342,0.025084756,0.019969085
SPAC23G3.04,1,1.0243486,0.6585552,0.33439595,0.3178793,0.17370355,0.15401934,NA,0.09284754,0.06964374,0.104722194,0.086121835,0.057638034,0.0606295,0.07099481,0.038001228
SPAC23G3.01,1,0.8494672,0.8248651,0.5644367,0.477929,0.27770728,0.29252797,0.2523473,0.22826535,0.2038791,0.25624424,0.2236539,0.22616723,0.24273776,0.20180413,0.18747285
SPBC2D10.19c,1,0.39570698,0.36594212,0.3694103,0.3832603,0.2735327,0.3458638,0.2620332,0.23263058,0.22644202,0.25025216,0.2623522,0.30544695,0.276082,0.28794017,0.19836439
SPCC330.05c,1,0.34933364,0.28106642,0.18631427,0.19039619,0.10798872,0.09381466,0.08515498,0.07071293,0.055987183,0.07616319,0.076439664,0.08079422,0.07747592,0.06972997,0.06417513
SPAC9.08c,1,0.8583601,0.96927834,0.36213714,0.26386604,0.1364706,0.14610735,0.13043012,0.09577931,0.09462946,NA,0.12664329,0.10584856,0.12829974,0.10994187,0.118730456
SPBC19C2.15c,1,0.6672419,0.54287916,0.46234575,0.35261658,0.20675513,0.17721693,NA,0.11266298,0.103566,0.12853532,0.124215744,0.13963151,0.14406851,0.12889114,0.10771533
SPCC330.06c,1,0.8999029,0.56953144,0.6171593,0.6674009,0.4070396,0.43129742,0.3006611,0.2699228,0.23104851,0.2503059,0.1856963,0.17406791,0.19893293,0.14960521,0.093925156
SPBC17G9.06c,1,0.6887812,0.8429464,0.35446966,0.603003,0.31051135,0.16010404,0.12997627,0.08190745,0.060888335,0.07644056,0.079683796,0.049347155,0.05493708,0.051481713,0.045623884
SPBC582.08,0.99999994,0.9708527,0.7528886,0.25840563,0.18775326,0.10383923,0.08446278,0.06695139,0.052444253,0.040188074,0.047829337,0.041518327,0.035271246,0.036944434,0.03327313,0.039839074
SPBC582.09,1,0.98867065,0.8099873,0.5499511,0.5523464,0.29733455,0.25030854,0.19582225,0.15466255,0.13196954,0.15369156,0.15382206,0.16682954,0.13925397,0.13208711,0.09846363
SPBC582.03,1,1.0470729,0.644105,0.44483712,0.332805,0.1969964,0.17137626,0.12450555,0.11816799,0.09916087,0.10299033,0.098694146,0.06903227,0.06636351,0.07581162,0.06177829
SPAC521.04c,1,2.1392386,1.6607685,1.0946866,0.74349296,0.45631242,0.4288378,0.35465404,0.3324756,0.26701105,0.25573093,0.2619167,0.21196492,0.24074426,0.13222836,0.13574818
SPAC1687.14c,1,1.8310394,1.657533,1.2601553,0.60149795,0.28860143,0.2236364,0.286094,0.17952183,0.14422186,0.25229803,0.17066146,0.16070774,0.16730767,0.23013902,0.15806629
SPAC9.07c,1,0.37886265,0.43503112,0.2122736,NA,0.10156789,0.100426316,0.0875965,0.06800664,0.06600925,0.08016825,0.07739937,0.06054518,0.06463681,0.067355655,0.052483607
SPAC3G9.08,0.99999994,0.57547855,0.5151278,0.5338503,0.4672181,0.3153633,0.31020725,0.20806843,0.2164478,0.17543618,0.20276895,0.1871384,0.14785789,0.1630739,0.14571021,0.18822852
SPAC3G9.06,1,0.48509046,0.3385808,0.27276742,0.30018187,0.18078554,0.16006367,0.13717319,0.10605568,0.09182258,0.12103956,0.113407165,0.108537145,0.105229184,0.08951561,0.07530309
SPCC330.03c,1,0.6209305,0.7167412,0.4101065,0.31991312,0.15450963,0.21048672,NA,0.1760107,NA,0.1800309,0.17990452,0.19009674,NA,NA,NA
SPAC3G9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC582.05c,0.99999994,0.8771856,0.60946417,0.47207138,0.35274017,0.23821884,0.19096051,NA,0.13349383,0.12411077,0.13828334,0.11114041,0.09607729,0.0908521,0.07250848,0.08496527
SPAC3G9.05,1,0.71929437,0.7260692,0.64822286,0.4030916,0.301503,0.21302474,0.18067567,0.1578891,0.18563718,0.17475899,0.16163462,0.11632465,0.105447836,0.11020604,0.07617639
SPAC3G9.02,1,0.5654082,0.5231036,0.51908016,0.43013647,0.26573035,0.2507833,0.3114241,0.22203709,NA,0.28208706,0.23606075,0.27490994,0.25511202,0.24454167,0.1986118
SPAC3G9.03,1,0.37985575,0.20360598,0.20393689,0.15403369,0.1061181,0.17390597,0.15183821,0.14180277,0.14997661,0.15568614,0.16835463,0.17314735,0.14919476,0.12860668,0.1285725
SPAC3G9.01,1,0.5070155,0.40572366,0.23369141,0.2528708,0.13737457,0.118688345,0.113032654,0.07357636,0.066185676,0.07405606,0.07155545,0.07282421,0.09989705,0.08318681,0.056449804
SPAC1687.13c,1,0.6354479,0.60314053,0.3657866,0.28740326,0.21487863,0.1718164,0.18428801,0.13123505,0.1299703,0.09686697,0.11645602,0.15867965,0.16354567,0.16019823,0.13076536
SPBC1773.10c,1,0.73299557,0.42673743,0.23267005,0.17787246,0.10955733,0.087061904,0.06013013,0.05196348,0.043306638,0.059225693,0.05260914,0.036893018,0.03837113,0.035571095,0.029344602
SPBC24C6.10c,1,0.6141953,0.73467606,0.46106336,0.40729862,0.2661136,0.26314282,0.19424078,0.1961392,0.21538891,0.23047501,0.2077762,0.17194602,0.161485,0.17189626,0.12511389
SPAC9.06c,0.99999994,0.6692709,0.4797518,0.4775617,0.4606482,0.310227,0.3110831,0.18270507,0.20218486,0.21780735,0.22424722,0.1860302,0.1544996,0.15644796,0.12334266,0.107656404
SPAC23G3.11,1,0.57368475,0.45497215,0.30177495,NA,0.14898029,0.14722529,0.13706109,0.0899486,0.07721003,0.099729806,0.0863262,0.10268579,0.10268887,0.08911904,0.06770429
SPAC3G9.07c,0.99999994,0.9003009,0.7513377,0.5956777,0.5682133,0.31596163,0.32367468,0.2717004,0.20479944,0.17983322,0.23195231,0.18495168,0.21492377,0.19797078,0.16783556,0.14624508
SPCC330.04c,1,0.93543077,0.8307985,0.65492177,NA,0.33689263,0.31087014,0.21473993,0.17420349,NA,NA,NA,NA,NA,NA,NA
SPAC3G9.17,1,0.57804674,0.54145205,0.59292656,0.520319,0.33802786,0.34729034,0.22384998,0.23967943,0.22581774,0.24532296,0.22252932,0.22630337,0.20116356,0.19649532,0.19862172
SPBC17G9.08c,1,1.2016497,1.2725573,0.70207113,0.6629206,0.40857002,0.34190965,0.3451768,0.25499946,0.2422651,0.24997777,0.256242,0.2755133,0.23980847,0.20907272,0.18414745
SPBC582.04c,1,0.8912482,0.6287309,0.39916626,0.3913655,0.2428154,0.25699905,0.21479319,0.20499687,0.18684165,0.16780579,0.19613871,0.16847946,0.156901,0.1486041,0.13540563
SPAC3G9.12,1,0.6748976,0.7801447,0.50820917,0.37648904,0.25782707,0.18477736,0.12621425,0.14669345,0.13529941,0.17089954,0.13940118,0.08641874,0.076846555,0.065836534,0.08718344
SPAC3G9.14,1,0.90256125,0.79923624,0.46463552,0.3095021,0.24935718,0.22415373,0.10428744,0.17372462,NA,NA,0.14494638,0.11030996,0.10401779,0.051598866,0.0931365
SPBC1198.03c,1,0.5852054,0.6445778,0.32914498,0.31386486,0.21963961,0.16789909,NA,0.13556637,0.13134116,NA,0.16517122,0.11194831,0.12708186,0.121735446,0.1064862
SPAC1687.12c,1,0.7703029,0.7488065,0.5488511,0.50797844,0.27442586,0.26364806,0.26352113,0.18244419,0.14945194,0.20643462,0.17190646,0.18222004,0.18743126,0.15988271,0.16025805
SPAC824.03c,1,0.72247034,0.7009844,0.40618518,0.29360816,0.19513524,0.16748206,NA,0.13799609,0.11546928,0.12352978,0.12779045,0.11495912,0.10787112,0.07815824,0.07638601
SPAC57A7.15c,1,0.56355995,0.5084627,0.5873301,0.59251463,0.33471847,0.37628904,0.37912583,0.25079647,0.24296501,0.294147,0.28029263,0.3176252,0.332285,0.29551262,0.2814188
SPBC1773.11c,0.99999994,0.86937976,0.55367213,0.399757,0.2842987,0.20362869,0.11146508,0.09886683,0.08459958,NA,0.054617923,0.06325228,NA,NA,NA,NA
SPBC1A4.07c,1,0.33029354,0.24168418,0.20289947,0.18177779,0.14401756,0.15132836,0.12768175,0.11524845,0.10229348,0.13302082,0.11631195,0.08823826,0.08792433,0.0813425,0.057597965
SPAC977.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC1687.18c,1,0.80141884,0.73833597,0.42484438,0.41197628,0.2409975,0.26706246,0.20766102,0.19052361,0.15784247,0.21314904,0.18445006,0.20082907,0.20742363,0.20804723,0.18349199
SPAC977.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC6G9.01c,1,0.6318881,0.5207087,0.80333316,0.7574448,0.463314,0.52526,0.44516045,0.38785386,0.39772922,0.4732582,0.4776799,0.4903321,0.484771,0.4431307,0.38222313
SPAC977.15,1,11.532325,1.3500819,NA,NA,0.23584189,0.09294971,NA,0.14137225,NA,NA,0.12200823,0.35276407,NA,1.1443958,3.0524786
SPAC977.12,1,0.3803137,0.25282285,0.18220882,0.16089152,0.096107036,0.08889085,0.08203085,0.045668013,0.035489626,NA,0.05004014,0.049882334,0.050386697,0.043231215,0.035602953
SPAC977.11,1,0.68836117,0.6948785,0.36687058,0.25175574,0.20323157,0.17928626,0.10194774,0.09480237,0.098366186,0.10311404,0.10370808,0.06340952,0.072303064,0.08105088,0.052768953
SPAC977.10,1,1.4711897,2.0571175,1.0936449,0.99072254,0.59953517,0.67805797,0.6123996,0.5091834,0.47363123,0.5093166,0.5125998,0.45736712,0.44905213,0.39059713,0.4391614
SPAC3G9.09c,0.99999994,0.4944531,0.38122112,0.22227244,0.1943611,0.112877615,0.1098389,0.08900758,0.07575649,0.06947265,0.08609439,0.08834632,0.08137001,0.07497972,0.06290828,0.053425994
SPBC19C2.11c,1,1.5979595,1.5435531,0.665345,0.5295638,0.33421275,0.32430834,0.31012475,0.29183692,0.2404514,0.27909446,0.2798055,0.25506812,0.2379748,0.19231416,0.23403361
SPAC57A7.10c,1,1.2987847,0.9703375,0.7677577,0.7086571,0.4199109,0.36440155,0.2893553,0.23202161,0.18262255,0.19829741,0.20117432,0.1591324,0.15765755,0.14149389,0.12124096
SPBC1A4.06c,1,0.56436723,0.5753995,0.48498026,0.5313844,0.2607273,0.2108643,0.2065068,0.1973752,0.17550614,NA,0.17654169,0.15628769,0.16326417,0.15773778,0.093703166
SPAC1687.19c,0.99999994,0.42652598,0.2555569,0.19336848,0.21697773,0.12928817,0.16601084,0.1364862,0.108096495,0.09865072,0.102380216,0.102879696,0.1053488,0.11252865,0.09496507,0.08210943
SPAC1F7.07c,1,0.68134475,0.34339148,0.4244034,0.4273319,0.2546952,0.16563694,0.122333236,0.08746221,0.071145296,NA,0.08284225,0.06350471,0.066415444,0.070896655,0.062358838
SPBC947.03c,1,0.67242134,0.61154705,0.36690786,0.2800356,0.15422508,0.10963959,NA,0.072726555,0.070966244,NA,0.08057252,0.037793882,0.040050652,0.03261479,0.028931115
SPAC1399.04c,1,1.8696479,29.257532,2.3998249,1.7457483,1.0107474,0.63503426,0.5609481,0.45140642,0.38609526,0.5038096,0.43604493,0.38707617,0.34272385,0.30917645,0.29649794
SPAC22H12.04c,1,0.70357734,0.21483982,0.13627224,0.12592645,0.08785606,0.13738598,0.118114755,0.10688396,0.103025325,0.10703574,0.10900097,0.096697286,0.093819164,0.07961234,0.07165158
SPAC17C9.09c,1,0.57736915,0.41244096,0.27697077,0.25408137,0.1401044,0.13490614,0.12552494,0.08446688,0.07817112,0.09906101,0.096496366,0.12074534,0.11041112,0.1098706,0.09117729
SPAC1687.16c,1,0.97160435,0.67532444,0.18992111,0.15279666,0.06844908,0.043579053,0.041045777,0.030646512,0.018025449,0.055862755,0.026951216,0.023681581,0.028568966,0.033435132,0.042643182
SPBP23A10.02,1,0.5345568,0.77066195,0.6129914,0.44547808,0.26308686,0.26232377,0.2568946,0.16658773,0.17700192,0.20429316,0.20549347,0.26203087,0.2273296,0.1830125,0.17153029
SPBP23A10.04,1,1.5478888,1.1220058,0.8670406,0.6934546,0.42074805,0.36405674,NA,0.25849953,0.2405857,0.26889193,0.22026588,0.2428757,0.18305777,0.1814837,0.1584227
SPBP23A10.05,1,0.91413134,0.76019764,0.6026114,0.5117537,0.33072895,0.29559523,0.31306046,0.2053881,0.2116616,0.1839491,0.22088762,0.19461222,0.16076715,0.1577325,0.13215162
SPAC1399.01c,1,2.4984977,26.868717,7.006225,6.6118054,3.5512893,1.74647,1.3828617,0.80375415,0.57295805,0.5117468,0.4968608,0.6125061,0.47669038,0.5185476,0.3255414
SPAPB2B4.01c,1,1.248133,0.91923994,0.90770787,0.6039758,0.45201367,0.28587908,0.17276466,0.17909123,0.39535984,NA,0.22084752,0.13857748,0.13035958,0.10621927,0.07411666
SPBC19C2.13c,0.99999994,0.32746142,0.2841967,0.2504715,0.26399022,0.18016776,0.20275359,0.14505805,0.1480424,0.1422506,0.18377967,0.16077118,0.18932146,0.1400987,0.14067194,0.11884003
SPAC22H12.05c,1,1.1999557,1.0580063,0.9097141,0.7000055,0.3987903,0.36736426,0.3137211,0.27991462,0.22870229,0.27244148,0.26265523,0.23348264,0.2403827,0.23973654,0.21611255
SPAC1687.17c,1,0.67880636,0.5964439,0.31485566,0.3433767,0.1521411,0.16666457,0.15574647,0.11247595,0.09006034,0.09102807,0.116176285,0.119278476,0.12873533,0.09847854,0.093398444
SPBC1A4.08c,0.99999994,0.47112587,0.33478564,0.22171703,0.20669366,0.1363538,0.1281468,0.11075165,0.09149614,0.07475346,0.09744949,0.0888198,0.07935136,0.08614299,0.07517417,0.07175448
SPAC977.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC977.06,1,1.0816638,1.5802488,1.3515743,1.2153962,0.6233891,0.42061445,0.41098243,0.35613957,NA,NA,0.29205674,NA,NA,NA,NA
SPAC977.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC12D12.03,0.99999994,0.4418959,0.30084634,0.21210134,0.21856914,0.12898692,0.124700785,NA,0.08714721,0.07507009,0.096653216,0.090537824,0.087014735,0.09538261,0.077961355,0.06957603
SPBC12D12.01,1,0.8115988,NA,0.36493543,0.42846888,0.22384186,0.15771188,0.11798585,0.118135035,0.13944723,0.12974887,0.13732432,0.087838404,NA,NA,NA
SPBC947.05c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC977.01,1,1.725736,3.2261307,0.98184025,0.6832253,0.34686986,0.19526024,NA,0.12590615,0.11395825,NA,0.11126277,0.06947881,0.052500453,0.033540547,0.044253673
SPBC12D12.06,0.99999994,0.8248673,0.587018,0.5699184,0.5038971,0.28698444,0.302447,0.16399594,0.21410438,0.17394114,0.1950573,0.16639847,0.19337022,0.15033257,0.16806707,0.136866
SPAC977.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC977.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC12D12.09,1,0.7552419,0.90872353,1.0437047,1.0463018,0.81301236,1.0067849,1.188621,0.8487243,0.8942193,0.91563714,0.89245945,1.0544189,1.0528425,1.0628836,0.87024
SPAPB2B4.04c,1,3.0757327,2.636932,1.6344112,0.6311559,0.36834982,0.37038985,0.26053157,0.33027697,0.31975505,0.34349048,0.33233795,0.21448763,0.228285,0.16499496,0.17022462
SPBC947.06c,1,0.85037524,0.6809153,0.3404936,0.2641255,0.16281806,0.12903482,0.09366017,0.10268398,0.07372841,0.111767575,0.08891901,0.042198557,0.050595388,0.03965164,0.061035685
SPBC16C6.10,1,0.49461377,0.4519033,0.4008671,0.4345474,0.28472012,0.34946936,NA,0.22754712,0.23211037,0.2381045,0.2542977,0.25484404,0.18838055,0.16576177,0.13951714
SPBC16C6.11,1,0.48762828,0.16230473,0.1398238,0.13944775,0.085661836,0.14870572,NA,0.1112642,0.10734259,NA,0.12100078,0.13398351,0.13071705,0.113118656,0.106092446
SPBC839.16,1,0.5076569,0.32663217,0.17650041,0.091017455,0.056250725,0.046926405,0.034638908,0.041599784,0.037466057,0.048998706,0.043879367,0.051115822,0.04107638,0.040539935,0.0368035
SPBC16C6.14,1,1.6144803,1.8609413,1.3116583,0.7983098,0.5029097,0.5396936,0.43005428,0.43935725,0.44036812,0.40280285,0.38118172,0.29795343,0.2751795,0.21881235,0.16878194
SPBC839.19,1,1.0939662,0.7571051,0.62017053,0.31572074,0.17123532,0.18955435,NA,0.13171929,NA,NA,0.13865413,0.12358536,0.1579157,0.12948588,0.10168477
SPBC16C6.09,1,0.62166846,0.5321137,0.2779779,0.22327746,0.1270833,0.12389519,0.09216098,0.08391887,0.06518886,0.08517854,0.074086666,0.054043096,0.051663347,0.04378878,0.040473156
SPBC1773.09c,1,0.90136725,0.833383,0.65777117,0.44317287,0.39374608,0.24464865,0.19500783,0.18227904,0.16800939,0.23304935,0.12607068,0.058733616,0.08559508,NA,0.045927066
SPBC839.10,1,0.6297722,0.60723865,0.4112621,0.3418254,0.19122003,0.17877473,0.1569621,0.11179534,0.12015726,0.13126853,0.14826798,0.14817902,0.11156971,0.10396156,0.08005317
SPBC839.12,1,0.3352221,0.26518676,0.24623762,NA,0.15751404,0.16674419,0.15073659,0.11627119,0.112052694,0.15170652,0.13721359,0.14152525,0.13448949,0.11782112,0.099336475
SPAC3A11.13,1,0.5800177,0.50326705,0.38871258,0.34681654,0.20656455,0.18545456,0.16133048,0.13898197,0.123002216,0.1342972,0.1455702,0.18083157,0.15111127,0.16101578,0.15329574
SPAC9.12c,1,0.6327958,0.49705273,0.41916314,0.30392966,0.16832417,0.17005447,0.12955318,0.11836077,0.11033205,0.11240179,0.13879935,0.11650367,0.11793264,0.10690358,0.11986097
SPAC11E3.09,1,0.82453114,0.7199871,0.4879405,0.32272184,0.17177564,0.15566422,0.15346304,0.12818903,0.11524312,0.121409014,0.1167318,0.116098754,NA,0.09527438,0.08055545
SPAC6G10.09,1,0.6633223,0.4812311,0.33092675,0.3646052,0.20070629,0.17701715,0.15209149,0.110957325,0.09120977,NA,0.114961475,0.1067012,0.10974752,0.09547219,0.080368444
SPAC11E3.07,1,0.9138033,0.7524895,0.43940848,0.4124994,0.22664511,0.18224917,0.15450579,0.11963035,0.09555387,0.12321557,0.09653395,0.07221068,0.077250816,0.052227154,0.054251354
SPBP23A10.16,1,1.0204201,1.035874,0.7182153,0.5780194,0.41991967,0.24069451,0.17750375,0.1720519,0.17393789,0.21338075,0.16019064,0.10509302,0.07963998,0.061078396,0.062410954
SPBP23A10.13,1,0.78512144,0.7704741,0.65588737,0.5739853,0.350019,0.32895437,NA,0.24561733,0.23431888,0.27859128,0.27163714,0.22770497,0.25631827,0.21581915,0.18597172
SPAC11E3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC6G10.07,1,0.7348796,0.5879803,0.48720106,0.3495842,0.21728088,0.19844024,0.15984121,0.13197523,0.12369402,0.12813975,0.13674368,0.14327656,0.11985351,0.10598131,0.08475225
SPBP23A10.12,1,0.6822828,0.62513936,NA,0.3600585,0.25858617,NA,NA,0.13712323,NA,0.29188398,0.17135823,NA,NA,NA,NA
SPBC16C6.06,1,0.9665225,1.0468695,0.8228548,0.66500837,0.39257008,0.36230922,0.30537015,0.27280158,0.22986226,0.2917589,0.24511786,0.23705739,0.22913611,0.21149205,0.1916704
SPAC6G10.08,1,1.0662317,1.0822554,0.60479736,0.40453005,0.22621247,0.20949554,0.14860213,0.10298805,0.082947865,0.091645405,0.09370133,0.10034779,0.09518458,0.09110493,0.071067885
SPAC11E3.05,1,1.0169053,1.2213663,0.7709609,0.5455421,0.36607397,0.34065878,0.347262,0.26574355,0.23801877,0.26707807,0.26144788,0.30540818,0.25851318,0.22500212,0.20659009
SPBP23A10.10,1,0.71110964,0.6725265,0.35899767,0.36993062,0.23628502,0.23933607,0.22473569,0.17975916,0.15581076,0.18081646,0.17223082,0.16996638,0.16772488,0.15698044,0.13299964
SPBC16C6.04,1,1.2117853,1.2054145,0.85633963,0.7075389,0.42355517,0.27342966,0.27690986,0.23869893,0.18590556,0.25825474,0.20333783,0.21364923,0.23959358,0.22103755,0.19575584
SPAC11E3.03,1,0.66856873,0.5313771,0.41072506,0.33238176,0.22419281,NA,NA,0.13910365,NA,0.1485609,0.123834945,0.16482937,NA,NA,NA
SPAC6G10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC16C6.05,0.99999994,0.6357929,0.3617433,0.26610804,0.2542088,0.15695849,0.152634,0.113278754,0.09511725,0.084607184,0.09588352,0.09303873,0.104975075,0.09406091,0.08699449,0.06526437
SPAC3A11.09,0.99999994,1.0205728,1.1133201,0.79919606,0.4709994,0.2716022,0.21602958,0.18953195,0.15209785,0.14192411,NA,0.14609091,0.09870589,0.10542151,0.110201366,0.10933097
SPAC3A11.08,1,0.5463235,0.46533912,0.36351597,NA,0.14371496,0.12839411,0.12024371,0.106926836,0.11450447,0.104260735,0.104533434,0.08861446,NA,NA,NA
SPAC3A11.07,1,1.0826234,1.2421173,0.9929503,0.629618,0.32423615,0.26519167,0.18832727,0.17868994,0.12135863,0.15313442,0.14381705,0.1020636,0.10452189,0.10285083,0.09976115
SPBP23A10.08,1,0.7141271,0.6865728,0.4012497,0.29733822,0.17965105,0.13504662,0.09949794,0.09940885,NA,0.10726753,0.09494198,0.061127257,NA,NA,NA
