## Microarray analysis of entry into quiescence (normalised data),,,,,,,,,,,,,,,,
## T: time after Nitrogen removal,,,,,,,,,,,,,,,,
## Expression ratio are normalised to time point zero and corrected for total RNA amount per cell ,,,,,,,,,,,,,,,,
Systematic.name,T0,T0.5,T1,T2,T3,T4,T6,T9,T12,T16,T20,T24,T48,T72,T96,T168
SPCC736.08,1,0.5291723,0.5098753,0.30908552,0.28974918,0.1802761,0.18214117,0.13355918,0.115900405,NA,0.14334854,0.12877251,0.12364336,NA,NA,NA
SPAC13C5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC18G6.01c,1,1.5074341,1.5207214,1.0478789,0.8449612,0.52089554,0.41470703,0.3260978,0.33751193,0.28941444,0.3728423,0.31996387,0.20999056,0.23310183,0.2028736,0.19473116
SPAC13C5.02,1,0.78435904,0.51069164,0.41154706,0.39541098,0.22019288,0.20721664,0.18297236,0.14169966,0.13987914,0.1450331,0.13145363,0.14835326,0.15218872,0.1327763,0.09243931
SPBC16A3.03c,0.99999994,0.8017798,0.7037085,0.32198757,0.21790044,0.14315042,0.068035476,NA,0.059053056,NA,0.04833387,0.047964543,0.03908115,NA,NA,NA
SPAC13C5.07,1,0.6318558,0.750965,0.48636258,0.4074029,0.2554047,0.21939893,0.18162936,0.18865453,0.20133308,0.1956571,0.20986086,0.23785262,0.19451351,0.16997148,0.17588265
SPAC1851.04c,1,0.63133264,0.5826781,0.4332702,0.3644798,0.20518112,0.18877158,0.19850913,0.14562553,0.12931126,NA,0.13835695,0.12335339,0.14479634,0.113623,0.10673827
SPBC12C2.12c,1,1.2735151,1.5012807,1.7784635,1.0906336,0.645032,0.71986485,0.5449748,0.44637924,0.3980611,0.35517502,0.43272802,0.3873015,0.36684036,0.36549258,0.292354
SPCC736.13,1,2.5100985,2.2921834,1.745763,1.5027359,0.6514534,0.67537683,0.5673889,0.487168,0.36487117,0.4734472,0.4700765,0.36002505,0.410142,0.34778795,0.38418373
SPCC736.11,1,1.5817772,1.4375648,0.7612313,0.5973525,0.35661688,0.36700034,0.3194297,0.29372957,0.29118732,0.2916315,0.29682752,0.34660006,0.31754902,0.28230712,0.27648017
SPCC736.15,1,2.1981971,2.7090025,2.784742,0.59714603,0.6034772,0.35692802,0.2296674,0.20307145,0.27133864,0.20799132,0.23423281,0.17623402,0.14709795,0.10324757,0.03883027
SPCC736.14,1,0.9104604,0.6240046,0.4768626,0.5797953,0.31925726,0.27798086,0.25881755,0.2091013,0.18814561,0.18974158,0.22232707,0.24256665,0.2145937,0.21622615,0.19793369
SPAC18G6.02c,1,0.5171841,0.45581532,0.29960355,0.28418446,0.19041105,0.19367021,0.13983345,0.1377517,0.16196653,0.1567484,0.16433467,0.23231795,0.1311711,0.11456061,0.07201924
SPAPB18E9.04c,0.99999994,0.93894607,2.104364,0.7697383,0.64183134,0.50353163,0.29372576,0.22471283,0.16921747,0.08870565,NA,0.08574937,0.069074556,0.045012552,0.048586987,0.04955243
SPBC16E9.14c,1,1.3714637,0.7953536,0.45052612,0.3810237,0.21624885,0.15108067,0.103680685,0.08594144,0.07428876,0.0815686,0.08369965,0.070043005,0.07741083,0.07947145,0.06193045
SPAC3C7.03c,1,0.86239773,0.82800096,0.7391342,0.5298078,0.3752821,0.34468517,0.2587084,0.2673821,0.30288693,0.32600278,0.2634618,0.21185955,0.19604744,0.1714767,NA
SPBC947.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC947.04,1,0.5531231,0.2542523,NA,NA,0.07165763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC947.07,1,0.26978958,0.23685181,0.24661328,0.28271303,0.17549294,0.21379854,0.2172886,0.17049988,0.16557133,0.19089259,0.20068583,0.2429796,0.24691378,0.20142853,0.20782608
SPBC947.01,1,0.9955251,0.7085488,0.47353563,0.35885257,0.26502144,0.25437573,0.18798107,0.1702894,NA,0.15638395,0.1581002,0.10272448,0.093625136,0.08735305,0.13205798
SPBC947.02,1,0.6713384,0.470254,0.4278177,0.38055944,0.23798195,0.18765618,0.13945246,0.122958735,0.10988309,0.11942394,0.10748867,0.08251991,0.08059458,0.067577794,0.056430668
SPAC29B12.10c,1,0.66985893,0.49619317,0.53517365,0.48292354,0.30193225,0.3344191,0.26164475,0.2633922,0.23942807,0.25633863,0.24352854,0.22385998,0.22207528,0.20673563,0.23194252
SPBC25H2.07,1,0.2812263,0.18780923,0.09951096,0.10579026,0.07365453,0.08418457,0.06826244,0.060077425,0.050401945,0.061505064,0.056481265,0.052029964,0.045544166,0.033917226,0.039549172
SPBC25H2.05,0.99999994,0.45369965,0.15552168,0.10920686,0.090312876,0.06363595,0.08997779,0.07758547,0.06984989,0.06822404,0.07927281,0.08172631,0.08579109,0.071327634,0.062525935,0.056602255
SPCC1795.02c,1,1.201849,0.9233359,0.7353107,0.42322162,0.26940098,0.16778362,0.21786526,0.13322859,0.112960756,0.15184772,0.11347703,0.07086245,0.07163185,0.049772244,0.047466937
SPBC25H2.09,1,1.1729276,0.82539433,0.58591974,0.40166777,0.2517423,0.19112717,0.14692205,0.13672438,0.1553627,0.14880836,0.14933743,0.11805516,0.10528708,0.07913903,0.05790378
SPBC25H2.03,1,1.0564251,0.93901056,0.8226679,0.7287062,0.44675952,0.4347612,NA,0.30936408,0.26718858,NA,0.2792583,0.29572365,0.28178298,0.2769031,0.23054901
SPAC17A2.13c,1,1.9471564,1.9106278,1.5301142,1.5802743,0.8377703,0.6202391,0.5805941,0.44234836,0.37062612,0.4301362,0.39256892,0.35807747,0.34302157,0.32402223,0.2513102
SPBC25H2.02,1,0.6958576,0.568847,0.39224288,0.29042736,0.18388143,0.19906309,0.17032136,0.1334378,0.116919175,0.1275614,0.13625899,0.14940424,0.13744935,0.14061847,0.10844676
SPAC3C7.02c,1,1.2053587,2.2391872,3.2009842,1.2297883,1.0631418,1.5011847,2.3305688,1.9755075,3.836855,4.4758945,4.402365,3.414374,3.9579093,3.1349006,3.5299788
SPBC947.13,1,0.47681415,0.41787538,0.274448,0.25656888,0.18468341,0.18081114,0.14454052,0.14361076,0.1293074,0.13955534,0.13187383,0.103939176,0.09851064,0.09049046,0.08276293
SPBC947.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPCC1795.01c,1,1.3609059,0.86653733,0.7190441,0.6089216,0.36545053,0.32343528,0.2593727,0.2312936,0.18241002,0.24306099,0.21201922,0.20073073,0.22834447,0.24077724,0.19252445
SPBC947.10,1,1.3643925,1.13792,0.94788253,0.6615756,0.41991946,0.3395011,0.32033655,0.2733985,0.21643743,0.2540104,0.24583463,0.23755658,0.22420894,0.21600999,0.1369327
SPAC29B12.11c,1,1.5867391,1.4429092,0.758522,0.3362065,0.24890082,0.19269213,0.13420604,0.15038298,NA,NA,0.09358171,0.11596353,NA,NA,NA
SPAC15F9.02,1,0.5918673,0.48958588,0.34166157,0.3054991,0.18249638,0.16102238,0.14108305,0.11117409,0.09948209,0.11027401,0.10434426,0.084385425,0.086951256,0.067773074,0.06172114
SPAC110.04c,1,0.2679506,0.12340331,0.11864898,0.124206096,0.09141444,0.10770616,0.09697533,0.085168995,0.093202844,0.09098955,0.09397197,0.0858882,0.082899116,0.072329275,0.05696607
SPAC16.05c,1,0.69841325,0.64604235,0.54978687,0.5077497,0.43877223,0.5107535,0.4679498,0.54261476,0.588701,0.5549272,0.6442431,0.50157404,0.39605892,0.34624416,0.36189577
SPAC2E12.03c,1,1.4782001,3.3816266,1.4781804,0.7861685,0.54302305,0.5630556,0.54895586,0.53098786,0.5306608,0.58353364,0.5134584,0.45507088,0.45929995,0.44346663,0.33881167
SPBC25H2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC25H2.15,1,0.80402535,0.53140956,0.36747938,0.32157853,0.20580937,0.20439662,NA,0.15451905,0.12907864,0.15241538,0.13413529,0.17655623,0.16251782,0.1421571,0.13165358
SPAC3C7.01c,1,0.58376676,0.5177932,0.30720362,0.24004123,0.15639797,0.12415786,0.10406328,0.09829632,0.07410894,0.09675752,0.08408556,0.06445371,0.07159514,0.065791875,0.06392469
SPBC36.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC36.11,1,1.2054019,1.1743715,0.76404047,0.84028953,0.5405803,0.3606585,0.34737116,0.32598752,0.33020905,0.36754394,0.30663022,0.26887125,0.27077806,0.2143423,0.23041306
SPBC36.10,1,0.39944798,0.5082079,0.21136174,0.169267,0.11599163,0.08804338,0.07836111,0.080423325,0.063510604,0.08067465,0.06903277,0.044468056,0.045340255,0.035409834,0.044211563
SPAC25G10.01,1,1.8176885,1.4113206,0.7846641,0.5482722,0.3012727,0.20473781,0.18804282,0.14949296,0.12122454,0.12413463,0.123072796,0.08553206,0.08423085,0.059148293,0.059367735
SPAC25G10.03,1,0.93311536,1.2199589,0.6926419,0.5400105,0.31618133,0.29433382,0.26927865,0.23158228,0.19732495,0.2536459,0.22101039,0.19584455,0.20543161,0.17221087,0.188074
SPAC25G10.02,1,0.5958587,NA,0.25957137,0.35521376,0.16765104,0.14769785,NA,0.09329878,NA,NA,0.09434021,0.089929454,NA,NA,NA
SPAC1610.03c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBP16F5.03c,1,0.71782124,0.91126084,0.59055716,0.5401441,0.3402106,0.35684323,0.39867616,0.28678855,0.24767585,0.2916522,0.25757813,0.30862373,0.2957938,0.2578624,0.23838079
SPCC1235.08c,1,1.0198961,0.9484234,0.75273746,0.55666363,0.31462544,0.29422942,0.218192,0.18653862,0.17341577,0.15229166,0.15070044,0.13500334,0.1317814,0.116863936,0.08289775
SPAC2F3.09,1,0.51162565,0.42054808,0.22749573,0.30461818,0.2059142,0.115158446,0.09012518,0.062702745,0.040972076,0.05509942,0.052116588,0.047658183,0.055278357,0.055034168,0.06229298
SPAC2F3.08,1,1.6799796,3.6780531,2.305129,0.8202629,0.4810232,0.3030281,0.4068583,0.2605314,0.25771746,0.2760775,0.2610864,0.28673682,0.23961501,0.25591692,0.17819494
SPAC2F3.02,1,0.6145153,0.5231242,0.25596204,0.23097035,0.13780056,0.11972891,0.10463814,0.06768421,0.056639943,NA,0.062069237,0.06209175,0.06859966,0.056900833,0.054989588
SPBC36.07,1,0.36328226,0.2755946,0.2580209,0.29176128,0.17954057,0.21018852,0.18856408,0.15442568,0.15213837,0.1296466,0.16072448,0.20755257,0.17677121,0.16150445,0.13683753
SPBC36.09,1,0.7452592,0.7257346,0.39830926,0.32277676,0.21459328,0.13903266,0.13095531,0.115680985,0.121011026,0.13405874,0.123717405,0.10770898,0.101443954,0.0959123,0.06881517
SPAC2F3.01,1,1.0946261,0.9333185,0.3612897,0.29481027,0.18793231,0.17440246,0.14910603,0.15514591,0.13099422,0.17708182,0.14556353,0.12226061,0.11940543,0.10706574,0.1000102
SPBC36.04,1,0.6334019,0.6116034,0.4267721,0.3039291,0.18332212,0.15847391,0.1398155,0.10387417,0.087555096,0.10565245,0.096772425,0.087469965,0.08425226,0.074090816,0.055204008
SPAC25G10.06,1,0.37566307,0.1997866,0.15919282,0.14044206,0.09028095,0.12403091,0.10586415,0.09164248,0.0978106,0.10520046,0.11248415,0.12494154,0.105658375,0.09347478,0.083782524
SPAC25G10.08,0.99999994,0.51526093,0.3680839,0.22191818,0.18704233,0.12664211,0.12489085,0.10255612,0.09003232,0.072664365,0.08472673,0.081319794,0.07631558,0.07722748,0.065446705,0.05995977
SPCC338.11c,1,0.40196976,0.33917314,0.22072966,0.18446653,0.12190184,0.13673806,0.10689258,0.086082816,0.08419198,0.07876788,0.09242662,0.07741242,0.07953557,0.06890658,0.062093586
SPAC29B12.14c,1,1.5197239,20.165886,3.1194937,3.2541413,1.9027479,1.2018979,0.8038298,0.5562511,0.37180576,0.3248366,0.33115825,0.33178887,0.31208345,0.29963508,0.3250422
SPBP35G2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAPB24D3.10c,1,0.8485779,1.0441529,1.1205809,0.7300748,0.52344555,0.39815944,0.58620316,0.56000835,0.7169875,0.9922702,1.2166116,1.1152362,1.0607113,1.0675219,0.6492771
SPBP35G2.14,1,1.2552333,1.0433116,0.5756865,0.508967,0.31326956,0.298563,0.26750484,0.23564464,0.22902761,0.23210818,0.22949758,0.17433046,0.18162225,0.13405904,0.121878825
SPAC24B11.09,1,0.54796726,0.9039244,0.22013776,0.11224141,0.10191904,0.08204962,0.07495978,0.06384453,0.07380432,NA,0.081596665,0.08635177,0.049035482,0.03601778,0.021591451
SPBC16D10.09,1,0.67463195,0.49888188,0.26044193,0.20731705,0.11955012,0.09422957,0.07305818,0.05674552,0.050127476,0.06591879,0.063117586,0.059371017,0.056016997,0.053231902,0.050105274
SPBP35G2.12,1,1.2034086,1.1269984,0.8495495,NA,0.28995588,0.23921162,0.19226095,0.1603336,0.1423462,0.18404838,0.13498805,0.15544394,0.14077547,0.14800745,0.11105502
SPCC1235.05c,1,0.7255601,0.4891554,0.46573585,0.4824163,0.3183356,0.3058608,0.26996642,0.22441512,0.22143403,NA,0.24635236,0.24752651,0.16769235,0.13129745,0.08783451
SPCC548.06c,1,0.38509974,0.30699873,0.22977401,0.3143237,0.19250733,0.21358766,NA,0.1973006,0.15488811,0.14714137,0.12660678,0.12399315,0.1057871,0.10137546,0.090364955
SPBP35G2.10,1,0.7937297,0.8206625,0.5844782,0.4350017,0.24951981,0.20279269,0.2068947,0.20875748,0.20622188,0.24883245,0.27511925,0.3435332,0.39017892,0.3204892,0.21268444
SPBC16D10.06,1,0.18095556,0.1652706,0.13585417,0.092456944,0.059300777,0.060981195,0.043054655,0.035283256,0.022346571,0.021337237,0.0224494,0.031094655,0.024690961,0.023811815,0.019580921
SPAC24B11.05,1,2.6739652,8.837455,1.9887218,0.8350381,0.49401364,0.2957217,0.2545868,0.21953906,0.1854165,0.21308799,0.17175455,0.11514392,0.11966803,0.107630104,0.111503065
SPBC16D10.05,1,1.4977666,1.4009597,0.6888906,0.60810655,0.33029187,0.32541376,0.29251507,0.25174633,0.20419616,0.16515385,0.17473887,0.20540853,0.162522,0.16445364,0.17156129
SPBC16D10.03,1,0.6414097,0.319852,0.35053355,0.33506894,0.22107337,0.22952026,0.2698681,0.16870414,0.15548086,0.15535672,0.16537695,0.16043039,0.15385422,0.15295963,0.10946501
SPBC16D10.02,1,0.36108744,0.3044253,0.22181965,0.22092928,0.15551864,0.17619264,NA,0.13235004,0.10836512,NA,0.13878493,0.13540632,0.13625894,0.13292587,0.10776984
SPAC24B11.13,1,0.9157664,0.54676557,0.27048776,0.2543393,0.16947216,0.15490367,0.114569515,0.10414613,0.08780013,NA,0.092362314,0.079581514,0.07552309,0.062062934,0.04337763
SPBC27.08c,1,0.13548107,0.060821623,0.062435795,0.07245091,0.042048924,0.053734407,0.03446592,0.039060377,0.03549556,0.040810026,0.044212595,0.078263685,0.08287712,0.07692231,0.080986075
SPCC338.17c,0.99999994,2.1057956,1.2173122,0.547544,0.5520269,0.29857352,0.19506775,0.16071175,0.1160376,0.07913941,0.108942695,0.094926335,0.060006708,0.05885734,0.06214855,0.048814647
SPBP35G2.07,1,0.3773897,0.46844983,0.1940059,0.12377113,0.087554425,0.092611335,0.06892216,0.06462468,0.060509797,0.059841778,0.064734526,0.055793595,0.045138903,0.03812723,0.040739845
SPBP35G2.09,1,0.76271003,0.56541026,0.3646476,0.37941185,0.21733215,0.20998406,NA,0.13776724,0.11979621,0.17050594,0.13420208,0.18596545,0.17608757,0.16858771,0.14077938
SPBP35G2.02,1,0.8450573,0.6507514,0.48080507,0.3397796,0.21496885,0.15959656,NA,0.14308155,0.14173219,NA,0.12511799,0.122788236,0.12245341,0.08824996,0.071538
SPCC548.07c,1,0.4546998,0.43111667,0.28212336,0.28002614,0.16678749,0.15964447,0.18421547,0.13448663,0.16523463,0.22865047,0.19548732,0.22113618,0.169091,0.09563644,0.10865824
SPAC24B11.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC2F3.07c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPCP1E11.08,1,0.31723687,0.34137976,0.28541723,0.33907476,0.22561748,0.24902038,NA,0.21314485,0.177481,0.25005615,0.25183317,0.18649325,0.1844187,0.14922644,0.17721005
SPCP1E11.06,1,0.78407955,0.6411252,0.35958517,0.30959463,0.18155469,0.16209994,0.12864283,0.108226314,0.09889016,0.110392645,0.106512554,0.08495459,0.08677266,0.078433074,0.06626462
SPCP1E11.03,1,1.1081662,1.0250876,0.35712397,0.34772438,0.22126177,0.25963366,0.17723058,0.17163144,0.14872871,NA,0.15898405,0.19530345,0.18137406,0.16029887,0.21105199
SPCP1E11.02,1,0.84135514,0.7582377,0.33554894,0.28980052,0.20660165,0.17380999,0.113468535,0.11768218,0.13039371,0.12745234,0.13316949,0.11388567,0.09572438,0.07817585,0.058118396
SPAC16.02c,1,1.0419456,0.5873532,0.39442557,0.3705931,0.21900663,0.19433047,0.15401256,0.11766507,0.100029446,0.1069432,0.105235055,0.105187446,0.10093727,0.09024546,0.08742721
SPBC16D10.10,1,0.4942894,1.9092314,0.4326222,0.45531183,0.28374392,0.25746608,0.2234034,0.18304995,0.1648986,0.1803979,0.16325429,0.16378982,0.15903121,0.15868917,0.12584266
SPCP1E11.11,1,0.41729176,0.4566546,0.42094368,0.2116245,0.14717048,0.14449914,0.10891304,0.11173342,0.115946144,0.08349838,0.11271564,0.09321198,0.07927275,0.06505506,0.050377823
SPCP1E11.10,1,0.35526985,0.22398251,0.20140265,0.15834242,0.13535087,0.1445676,0.1070444,0.12137776,0.15863375,0.12344278,0.15569943,0.16582994,0.11888004,0.10321341,0.09407327
SPBC15C4.05,1,0.60439754,0.44246948,0.33303836,0.24339278,0.15565468,0.16275677,0.11898079,0.115150616,NA,0.091973804,0.09523123,NA,NA,NA,NA
SPAC16.03c,1,0.7370381,0.49577355,0.27264628,0.28616965,0.14896314,0.13886765,0.117297865,0.10952756,NA,0.09382759,0.08981321,0.085129246,NA,NA,NA
SPCC1235.04c,1,0.8941435,1.0746891,0.6465931,0.4781393,0.27199948,0.18202688,0.18359365,0.14886999,NA,0.16017683,0.14848775,0.10898005,NA,0.09618146,0.10802072
SPAC2F3.05c,1,4.033588,4.6311736,2.9677713,1.3137132,0.6397139,0.61958337,0.6195625,0.50422996,0.4248214,0.51865774,0.38054818,0.385823,0.45805842,0.42956996,0.3833807
SPCC548.02c,1,0.7537274,1.2551389,1.4922223,0.8895019,0.6016213,0.47701174,NA,0.39752328,NA,0.4083903,0.28546283,NA,NA,NA,NA
SPCC31H12.06,1,0.42967284,0.34277868,0.2663913,0.18456015,0.10438393,0.086791545,NA,0.0580319,0.045389004,0.053797897,0.042687472,0.028384378,0.025273828,0.020742865,0.017802648
SPCC31H12.07,1,0.8247169,0.5740493,0.3997368,0.3189929,0.1942988,0.16485877,0.12465655,0.10255851,0.09094112,0.107229486,0.09595862,0.09818532,0.08792368,0.07925737,0.057093404
SPAC6B12.02c,1,0.72572505,NA,0.3164161,0.27234685,0.23376137,NA,0.15088591,0.13884427,NA,0.18252243,0.1791959,0.17112525,NA,NA,NA
SPAC1F3.07c,1,0.7727393,0.5759489,0.4522428,0.34414256,0.2101167,0.17475332,0.13926323,0.1291285,0.11150921,0.12734815,0.12153372,0.10920631,0.10092519,0.083286874,0.06653141
SPCC11E10.06c,0.99999994,0.7142473,0.59223276,0.42738876,0.32987973,0.16424936,0.208388,NA,0.11766981,NA,0.12733956,0.13736191,0.14617941,0.14366212,0.14383326,0.10123072
SPCC1281.07c,1,1.0118359,0.83139277,0.6948623,0.49180606,0.33806437,0.24661505,0.22312404,0.22309412,0.28094426,0.2658517,0.24871378,0.28162894,0.2210596,0.16537744,0.20117198
SPBP16F5.06,0.99999994,0.3470849,0.3845261,0.20108192,0.19762342,0.14117348,0.13524781,0.10354825,0.094737545,0.078045174,NA,0.09553478,0.057921194,0.05467362,0.043462995,0.044039354
SPBP16F5.07,1,0.7705567,0.65031713,0.2996424,0.23397478,0.14136519,0.11358194,0.090066925,0.07393209,0.061312158,NA,0.069685236,0.057748005,0.058914565,0.0502824,0.05496133
SPBP16F5.02,0.99999994,0.70383894,0.57127273,0.46776253,0.42854246,0.24673538,0.21404378,0.19234347,0.16369577,0.1715039,0.16213195,0.16982907,0.19597147,0.17894933,0.18070838,0.14733395
SPBP16F5.04,1,1.1149346,1.1075387,0.5625764,0.39808464,0.20918982,0.19633283,0.16406102,0.14180817,0.13466468,0.16110004,0.15584782,0.14430258,0.14553805,0.13139263,0.12406335
SPCC548.03c,1,1.2677081,1.7463144,1.5664976,1.3156915,0.84765995,0.75409645,0.6292779,0.5928107,0.63585603,0.57086885,0.5672833,0.39027345,0.3808206,0.33697584,0.32478273
SPAC1F3.08c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPAC6B12.03c,0.99999994,1.8602123,4.636361,3.4517648,NA,1.0052933,0.7951915,1.0189703,0.65483373,0.6983812,0.7510371,0.77927154,0.7956438,0.78429294,0.68120724,0.63315463
SPCC11E10.07c,1,0.49412224,0.73921645,0.31335366,0.20361388,0.14915334,0.11935164,0.112796746,0.094227664,0.08823631,NA,0.089416385,0.083639644,0.09647608,0.07418729,0.06997444
SPCC1281.06c,1,2.6076589,1.7523584,1.5652874,1.0355957,0.6461522,0.6811061,0.5268239,0.4883181,0.41803023,0.4398157,0.36604193,0.29713878,0.25076658,0.24456584,0.17437051
SPCC63.12c,1,1.1562847,0.906105,0.63333344,0.46944535,0.26442415,0.20135197,0.1551454,0.12880905,0.10790968,0.13504858,0.10690142,0.11389053,0.104662016,0.10822228,0.08839903
SPAC2F3.06c,1,0.35913193,0.38640004,0.26593512,0.2335291,0.16158472,0.13873707,NA,0.09445741,0.10124843,0.10662811,0.10974444,0.087971196,0.07688524,0.05968689,0.04428014
SPAC2F3.03c,0.99999994,0.21875046,0.16628371,0.09784097,0.106233634,0.070407264,0.06768715,0.06596303,0.052440528,0.05306282,0.060715873,0.054430753,0.03896645,0.03897102,0.042938735,0.03550845
SPBC25D12.03c,1,0.70194596,0.5218594,0.31625724,0.26283407,0.16334297,0.13463944,0.11418246,0.09240655,0.07222555,0.07385829,0.08036525,0.064211614,0.05982841,0.052058466,0.048628673
SPCC1795.08c,1,0.62603587,0.50404906,0.46196073,NA,0.29100105,0.29656234,0.2900762,0.24335921,0.21407692,NA,0.22895077,0.17477645,0.20553057,0.15887593,0.14623669
SPBC21D10.09c,1,0.64672905,0.56536734,0.37524793,0.299194,0.23210423,0.3488458,0.30597118,0.28415847,0.29668602,NA,0.25654525,0.2556055,0.2651925,0.23985836,0.22503166
SPCC548.05c,1,0.8423845,0.8403511,0.5646098,0.431865,0.30929023,0.24478072,0.27333903,0.21247031,NA,0.17412499,0.24958017,0.19589087,0.17593442,0.1961538,NA
SPAC2F3.04c,1,0.83542436,0.5899408,0.28155616,0.2498213,0.14629398,0.095144376,NA,0.051141664,0.050646212,0.054431494,0.052563414,0.0327779,0.036086515,0.02552229,0.010372167
SPCC63.10c,1,0.56353414,NA,NA,0.24390922,NA,NA,NA,0.09961446,NA,NA,NA,NA,NA,NA,NA
SPBC25D12.02c,1,0.81498283,0.7877292,0.499392,NA,0.25541374,0.20145394,0.20595719,0.17257194,0.1895468,0.19958237,0.18890086,0.19380368,0.19426034,0.17304297,0.09927986
SPCC11E10.05c,1,0.8082685,0.54098874,0.43081754,0.3641627,0.2496734,0.1820377,0.1276682,0.111142606,0.12170492,0.13553259,0.12015012,0.09232409,0.09970979,0.094580494,0.082082026
SPAC1F3.06c,1,0.5984007,0.42821056,0.23107022,0.21667477,0.12408666,0.12099363,NA,0.10481824,0.09718535,0.11552003,0.10468048,0.12603572,0.09170774,0.0764154,0.090545446
SPAC21E11.04,1,1.1110828,6.486976,0.80428433,0.31306887,0.17481291,0.16121763,0.18203953,0.14209072,0.12641817,0.17298032,0.14201985,0.14253226,0.14081174,0.11465587,0.092304945
SPAC21E11.06,1,0.5236258,0.3709887,0.21632591,0.1608916,0.11120978,0.08610919,0.061400615,0.063581996,0.055804636,0.06439206,0.06360343,0.04589063,0.040249404,0.03961745,0.04013078
SPAC21E11.07,1,1.0264432,0.6848513,0.46991417,0.37438148,0.18070966,0.20328534,NA,0.14748229,0.13847882,0.17265312,0.16748515,0.1815199,0.16851017,0.15590203,0.14365561
SPAC21E11.08,0.99999994,0.96531767,0.8140826,0.52763695,0.43270868,0.28283387,0.23108146,0.19356968,0.14474258,0.112045884,0.12226988,0.12300649,0.09313385,0.10207884,0.08539721,0.07170039
SPBC27.06c,1,0.48077172,0.38048908,0.23891181,0.22441302,0.12962809,0.12686314,0.12015061,0.08915565,0.08714123,0.09567154,0.10364618,0.10941679,0.097379275,0.080720074,0.07540147
SPBC211.01,1,0.7698421,0.7230445,0.3457876,0.23953764,0.19546612,0.13141565,0.12219848,0.09627413,0.10055291,0.11571618,0.09189363,0.06468463,0.054730926,0.047274094,0.033160064
SPBC418.01c,1,0.6740834,0.959393,0.38799694,0.23760273,0.14294833,0.120100886,0.09953568,0.08041642,0.07821802,NA,0.085871555,0.0769167,0.07583105,0.06808825,0.053654857
SPBC211.05,1,0.72137105,0.44940245,0.26880628,NA,0.14834231,0.084784985,NA,0.061387412,NA,0.08789861,0.07095252,0.042134065,NA,NA,0.019638516
SPBC21D10.08c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC428.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPCC338.10c,1,0.96736795,0.74194205,0.6034618,0.71092975,0.4529752,0.3769681,0.28251478,0.23532987,0.21215075,NA,0.195459,0.13478404,0.12704629,0.10569773,0.10663983
SPAC6B12.06c,1,1.3990563,1.4155526,1.0163134,NA,0.3908517,0.4586716,0.41365117,0.30561852,0.29180852,0.34902048,0.3172654,0.34349298,0.33583012,0.31329632,0.28173268
SPBC1347.14c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPBC428.04,0.99999994,0.5975706,0.51585937,0.37035906,0.27582818,0.17842744,0.116501175,NA,0.1042898,NA,0.14148085,0.14953148,0.15207417,NA,NA,NA
SPAC13G7.09c,1,0.88164216,0.67157525,0.35438934,0.37200838,0.16309574,0.13368988,0.15490898,0.1040167,0.08645726,0.11769759,0.10206823,0.078212,0.08431976,0.0551534,0.07220305
SPBC211.06,1,1.206781,0.90476364,0.42060244,0.36103708,0.2133177,0.19579177,0.14378887,0.15011919,0.13758217,0.15580976,0.14932494,0.16349475,0.14439435,0.13783696,0.09557654
SPBC27.01c,1,0.8381912,0.66179335,0.37098932,0.28233787,0.17914888,0.16854717,NA,0.11502377,0.10269088,0.13593122,0.12995923,0.114501625,0.105924346,0.09628012,0.10120675
SPCC1281.03c,1,0.9946403,0.74459076,0.45287856,0.36245942,0.19748609,0.15379585,0.12357307,0.10391311,0.07284668,0.093642704,0.086170845,0.04453456,0.05974854,0.04143102,0.039819125
SPAC1610.02c,1,0.5779697,0.5196935,0.3720702,0.32937527,0.19784364,0.18232924,0.17479242,0.12576132,0.10688779,NA,0.11722984,0.14118561,0.13768095,0.113897406,0.09985133
SPAC17A2.10c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
